Date,ASX200,CPI,CashRate,Unemployment,GDP_real
1995-03-31,1867.1,63.8,7.5,8.6170927,277618.0
1995-04-30,2006.5,63.8,7.5,8.2673639,277618.0
1995-05-31,1981.4,63.8,7.5,8.4747138,277618.0
1995-06-30,1981.0,64.7,7.5,8.3527821,279765.0
1995-07-31,2083.3,64.7,7.5,8.4272817,279765.0
1995-08-31,2094.3,64.7,7.5,8.31986,279765.0
1995-09-30,2091.3,65.5,7.5,8.3624504,282745.0
1995-10-31,2029.7,65.5,7.5,8.5751131,282745.0
1995-11-30,2113.2,65.5,7.5,8.4520506,282745.0
1995-12-31,2154.9,66.0,7.5,8.1444304,285981.0
1996-01-31,2227.8,66.0,7.5,8.4547474,285981.0
1996-02-29,2228.2,66.0,7.5,8.3267304,285981.0
1996-03-31,2164.0,66.2,7.5,8.421101,288613.0
1996-04-30,2248.7,66.2,7.5,8.5780969,288613.0
1996-05-31,2198.0,66.2,7.5,8.4143481,288613.0
1996-06-30,2171.8,66.7,7.5,8.2544571,291014.0
1996-07-31,2114.1,66.7,7.0,8.5681037,291014.0
1996-08-31,2196.1,66.7,7.0,8.722275,291014.0
1996-09-30,2218.6,66.9,7.0,8.5759647,293183.0
1996-10-31,2286.2,66.9,7.0,8.7594889,293183.0
1996-11-30,2325.9,66.9,6.5,8.4706921,293183.0
1996-12-31,2367.8,67.0,6.0,8.6306583,295962.0
1997-01-31,2370.7,67.0,6.0,8.5659154,295962.0
1997-02-28,2386.0,67.0,6.0,8.7026423,295962.0
1997-03-31,2360.5,67.1,6.0,8.59235,300054.0
1997-04-30,2424.1,67.1,6.0,8.5683442,300054.0
1997-05-31,2544.9,67.1,5.5,8.5474538,300054.0
1997-06-30,2664.7,66.9,5.5,8.331105,304646.0
1997-07-31,2673.7,66.9,5.0,8.5894125,304646.0
1997-08-31,2526.8,66.9,5.0,8.4649429,304646.0
1997-09-30,2703.1,66.6,5.0,8.0675754,308617.0
1997-10-31,2415.0,66.6,5.0,8.0332333,308617.0
1997-11-30,2424.1,66.6,5.0,7.9869333,308617.0
1997-12-31,2567.4,66.8,5.0,7.9104492,311370.0
1998-01-31,2600.8,66.8,5.0,7.8650531,311370.0
1998-02-28,2626.9,66.8,5.0,7.7723795,311370.0
1998-03-31,2686.0,67.0,5.0,7.8835292,313958.0
1998-04-30,2709.0,67.0,5.0,7.6037722,313958.0
1998-05-31,2655.3,67.0,5.0,7.7648394,313958.0
1998-06-30,2620.1,67.4,5.0,7.8322262,317973.0
1998-07-31,2661.3,67.4,5.0,7.9746808,317973.0
1998-08-31,2430.1,67.4,5.0,7.7552089,317973.0
1998-09-30,2511.3,67.5,5.0,7.6335862,322748.0
1998-10-31,2563.0,67.5,5.0,7.3137386,322748.0
1998-11-30,2685.6,67.5,5.0,7.626238,322748.0
1998-12-31,2717.6,67.8,4.75,7.1836632,327218.0
1999-01-31,2781.7,67.8,4.75,7.1190305,327218.0
1999-02-28,2768.4,67.8,4.75,7.11507,327218.0
1999-03-31,2867.0,67.8,4.75,7.0127398,330135.0
1999-04-30,3027.8,67.8,4.75,6.9795046,330135.0
1999-05-31,2831.9,67.8,4.75,7.0249339,330135.0
1999-06-30,2903.7,68.1,4.75,6.6532056,332676.0
1999-07-31,2951.0,68.1,4.75,6.675263,332676.0
1999-08-31,2875.7,68.1,4.75,6.9057203,332676.0
1999-09-30,2817.0,68.7,4.75,7.0412456,335965.0
1999-10-31,2821.4,68.7,4.75,6.7764185,335965.0
1999-11-30,2970.3,68.7,5.0,6.4400626,335965.0
1999-12-31,3117.7,69.1,5.0,6.6844127,339849.0
2000-01-31,3080.2,69.1,5.0,6.767939,339849.0
2000-02-29,3124.6,69.1,5.5,6.6190159,339849.0
2000-03-31,3133.3,69.7,5.5,6.5650919,343319.0
2000-04-30,3115.8,69.7,5.75,6.3763307,343319.0
2000-05-31,3081.0,69.7,6.0,6.4143034,343319.0
2000-06-30,3311.2,70.2,6.0,6.1148907,345207.0
2000-07-31,3251.1,70.2,6.0,5.954076,345207.0
2000-08-31,3297.8,70.2,6.25,6.0513215,345207.0
2000-09-30,3298.8,72.9,6.25,5.9630303,345920.0
2000-10-31,3254.6,72.9,6.25,6.0098167,345920.0
2000-11-30,3274.6,72.9,6.25,6.2617568,345920.0
2000-12-31,3206.2,73.1,6.25,6.2438457,346655.0
2001-01-31,3341.7,73.1,6.25,6.1402368,346655.0
2001-02-28,3326.5,73.1,5.75,6.5017709,346655.0
2001-03-31,3147.2,73.9,5.5,6.4587579,348372.0
2001-04-30,3329.4,73.9,5.0,6.7823256,348372.0
2001-05-31,3379.1,73.9,5.0,6.8928028,348372.0
2001-06-30,3490.3,74.5,5.0,6.9327147,351764.0
2001-07-31,3324.5,74.5,5.0,6.8798703,351764.0
2001-08-31,3275.6,74.5,5.0,6.8808959,351764.0
2001-09-30,3049.5,74.7,4.75,6.8416403,355669.0
2001-10-31,3249.6,74.7,4.5,7.1935023,355669.0
2001-11-30,3337.4,74.7,4.5,6.8829971,355669.0
2001-12-31,3422.3,75.4,4.25,6.8613152,359744.0
2002-01-31,3464.2,75.4,4.25,6.9130746,359744.0
2002-02-28,3414.3,75.4,4.25,6.5363026,359744.0
2002-03-31,3414.8,76.1,4.25,6.4303264,363906.0
2002-04-30,3350.0,76.1,4.25,6.3454237,363906.0
2002-05-31,3373.6,76.1,4.5,6.3723239,363906.0
2002-06-30,3216.0,76.6,4.75,6.4956767,367720.0
2002-07-31,3086.2,76.6,4.75,6.1796482,367720.0
2002-08-31,3120.1,76.6,4.75,6.3489793,367720.0
2002-09-30,2970.9,77.1,4.75,6.3120107,370722.0
2002-10-31,3042.9,77.1,4.75,6.1282463,370722.0
2002-11-30,3061.4,77.1,4.75,6.1623858,370722.0
2002-12-31,3007.1,77.6,4.75,6.182098,372434.0
2003-01-31,2956.9,77.6,4.75,6.0808633,372434.0
2003-02-28,2800.9,77.6,4.75,5.954831,372434.0
2003-03-31,2885.2,78.6,4.75,6.1312404,373818.0
2003-04-30,3007.5,78.6,4.75,6.0294479,373818.0
2003-05-31,3011.0,78.6,4.75,6.0689082,373818.0
2003-06-30,3026.9,78.6,4.75,6.0545627,376893.0
2003-07-31,3122.3,78.6,4.75,6.1278353,376893.0
2003-08-31,3199.7,78.6,4.75,5.8177202,376893.0
2003-09-30,3169.5,79.1,4.75,5.7752887,381735.0
2003-10-31,3272.0,79.1,4.75,5.7834611,381735.0
2003-11-30,3186.4,79.1,5.0,5.6614578,381735.0
2003-12-31,3299.8,79.5,5.25,5.6812782,387204.0
2004-01-31,3272.0,79.5,5.25,5.5307067,387204.0
2004-02-29,3360.6,79.5,5.25,5.6428884,387204.0
2004-03-31,3415.3,80.2,5.25,5.4374296,391442.0
2004-04-30,3400.8,80.2,5.25,5.5070372,391442.0
2004-05-31,3460.2,80.2,5.25,5.3366531,391442.0
2004-06-30,3532.9,80.6,5.25,5.4631332,394271.0
2004-07-31,3536.1,80.6,5.25,5.5504074,394271.0
2004-08-31,3552.7,80.6,5.25,5.5170727,394271.0
2004-09-30,3665.0,80.9,5.25,5.3704913,396975.0
2004-10-31,3778.6,80.9,5.25,5.1227038,396975.0
2004-11-30,3931.3,80.9,5.25,5.1611265,396975.0
2004-12-31,4050.6,81.5,5.25,5.0684663,399810.0
2005-01-31,4107.3,81.5,5.25,5.0738978,399810.0
2005-02-28,4172.8,81.5,5.25,5.0840771,399810.0
2005-03-31,4109.8,82.1,5.5,5.1626515,402627.0
2005-04-30,3983.2,82.1,5.5,5.1218231,402627.0
2005-05-31,4106.4,82.1,5.5,5.0992911,402627.0
2005-06-30,4277.5,82.6,5.5,4.949913,405824.0
2005-07-31,4388.8,82.6,5.5,4.9719049,405824.0
2005-08-31,4446.8,82.6,5.5,4.9013484,405824.0
2005-09-30,4641.2,83.4,5.5,5.0021059,409120.0
2005-10-31,4459.7,83.4,5.5,5.0157327,409120.0
2005-11-30,4634.8,83.4,5.5,4.9378368,409120.0
2005-12-31,4763.4,83.8,5.5,5.0697389,411489.0
2006-01-31,4929.6,83.8,5.5,5.1632076,411489.0
2006-02-28,4921.3,83.8,5.5,5.1034776,411489.0
2006-03-31,5129.7,84.5,5.5,4.8669728,413108.0
2006-04-30,5258.8,84.5,5.5,4.9654783,413108.0
2006-05-31,5001.7,84.5,5.75,4.7980422,413108.0
2006-06-30,5073.9,85.9,5.75,4.8080656,415365.0
2006-07-31,4986.0,85.9,5.75,4.6566469,415365.0
2006-08-31,5115.4,85.9,6.0,4.7121535,415365.0
2006-09-30,5154.1,86.7,6.0,4.6659743,419800.0
2006-10-31,5384.4,86.7,6.0,4.4632424,419800.0
2006-11-30,5482.1,86.7,6.25,4.5149528,419800.0
2006-12-31,5669.9,86.6,6.25,4.5679794,425420.0
2007-01-31,5773.4,86.6,6.25,4.5549561,425420.0
2007-02-28,5832.5,86.6,6.25,4.6344611,425420.0
2007-03-31,5995.0,86.6,6.25,4.4595612,430675.0
2007-04-30,6166.0,86.6,6.25,4.3859287,430675.0
2007-05-31,6313.5,86.6,6.25,4.2643262,430675.0
2007-06-30,6274.9,87.7,6.25,4.3240731,434764.0
2007-07-31,6144.2,87.7,6.25,4.2531623,434764.0
2007-08-31,6247.2,87.7,6.5,4.2990171,434764.0
2007-09-30,6567.8,88.3,6.5,4.2133263,438382.0
2007-10-31,6754.1,88.3,6.5,4.3262654,438382.0
2007-11-30,6533.1,88.3,6.75,4.4266764,438382.0
2007-12-31,6339.8,89.1,6.75,4.3083623,441677.0
2008-01-31,5650.3,89.1,6.75,4.2205153,441677.0
2008-02-29,5572.1,89.1,7.0,3.9789986,441677.0
2008-03-31,5355.7,90.3,7.25,4.0570186,444957.0
2008-04-30,5595.4,90.3,7.25,4.2654657,444957.0
2008-05-31,5654.7,90.3,7.25,4.2662514,444957.0
2008-06-30,5215.3,91.6,7.25,4.2435125,447248.0
2008-07-31,4977.4,91.6,7.25,4.2502359,447248.0
2008-08-31,5135.6,91.6,7.25,4.015384,447248.0
2008-09-30,4600.5,92.7,7.0,4.2892016,448638.0
2008-10-31,4018.0,92.7,6.0,4.2901873,448638.0
2008-11-30,3742.5,92.7,5.25,4.4627215,448638.0
2008-12-31,3722.3,92.4,4.25,4.5700663,449924.0
2009-01-31,3540.7,92.4,4.25,4.9076892,449924.0
2009-02-28,3344.5,92.4,3.25,5.3023199,449924.0
2009-03-31,3582.1,92.5,3.25,5.7111773,452020.0
2009-04-30,3780.5,92.5,3.0,5.513076,452020.0
2009-05-31,3818.0,92.5,3.0,5.8118951,452020.0
2009-06-30,3954.9,92.9,3.0,5.8615104,454804.0
2009-07-31,4244.0,92.9,3.0,5.6725683,454804.0
2009-08-31,4479.1,92.9,3.0,5.714906,454804.0
2009-09-30,4743.6,93.8,3.0,5.6619233,457738.0
2009-10-31,4643.2,93.8,3.25,5.6237066,457738.0
2009-11-30,4701.4,93.8,3.5,5.5583951,457738.0
2009-12-31,4870.6,94.3,3.75,5.491211,460212.0
2010-01-31,4569.6,94.3,3.75,5.266497,460212.0
2010-02-28,4637.7,94.3,3.75,5.2977316,460212.0
2010-03-31,4875.5,95.2,4.0,5.4224619,462845.0
2010-04-30,4807.4,95.2,4.25,5.49868,462845.0
2010-05-31,4429.7,95.2,4.5,5.2295147,462845.0
2010-06-30,4301.5,95.8,4.5,5.1441093,465974.0
2010-07-31,4493.5,95.8,4.5,5.2878823,465974.0
2010-08-31,4404.2,95.8,4.5,5.0323801,465974.0
2010-09-30,4582.9,96.5,4.5,5.0543727,468809.0
2010-10-31,4661.6,96.5,4.5,5.2847591,468809.0
2010-11-30,4584.4,96.5,4.75,5.1089641,468809.0
2010-12-31,4745.2,96.9,4.75,4.8769312,471050.0
2011-01-31,4753.9,96.9,4.75,5.0044713,471050.0
2011-02-28,4831.7,96.9,4.75,4.971398,471050.0
2011-03-31,4837.9,98.3,4.75,4.9262683,473498.0
2011-04-30,4823.2,98.3,4.75,4.9594447,473498.0
2011-05-31,4708.3,98.3,4.75,5.0131358,473498.0
2011-06-30,4608.0,99.2,4.75,4.9166226,477494.0
2011-07-31,4424.6,99.2,4.75,5.0924667,477494.0
2011-08-31,4296.5,99.2,4.75,5.270367,477494.0
2011-09-30,4008.6,99.8,4.75,5.2218056,483212.0
2011-10-31,4298.1,99.8,4.75,5.1876014,483212.0
2011-11-30,4119.8,99.8,4.5,5.23103,483212.0
2011-12-31,4056.6,99.8,4.25,5.1967166,489176.0
2012-01-31,4262.7,99.8,4.25,5.0497771,489176.0
2012-02-29,4298.5,99.8,4.25,5.1912399,489176.0
2012-03-31,4335.2,99.9,4.25,5.1829199,493879.0
2012-04-30,4396.6,99.9,4.25,4.9946778,493879.0
2012-05-31,4076.3,99.9,3.75,5.2002169,493879.0
2012-06-30,4094.6,100.4,3.5,5.1623905,497540.0
2012-07-31,4269.2,100.4,3.5,5.1818402,497540.0
2012-08-31,4316.1,100.4,3.5,5.1572921,497540.0
2012-09-30,4387.0,101.8,3.5,5.4884692,500463.0
2012-10-31,4517.0,101.8,3.25,5.4103302,500463.0
2012-11-30,4506.0,101.8,3.25,5.2567814,500463.0
2012-12-31,4649.0,102.0,3.0,5.432024,502775.0
2013-01-31,4878.8,102.0,3.0,5.3931111,502775.0
2013-02-28,5104.1,102.0,3.0,5.393854,502775.0
2013-03-31,4966.5,102.4,3.0,5.640179,504992.0
2013-04-30,5191.2,102.4,3.0,5.5888395,504992.0
2013-05-31,4926.6,102.4,2.75,5.6094315,504992.0
2013-06-30,4802.6,102.8,2.75,5.694882,507688.0
2013-07-31,5052.0,102.8,2.75,5.6351953,507688.0
2013-08-31,5135.0,102.8,2.5,5.8439646,507688.0
2013-09-30,5218.9,104.0,2.5,5.7065452,511255.0
2013-10-31,5425.5,104.0,2.5,5.823153,511255.0
2013-11-30,5320.1,104.0,2.5,5.7965871,511255.0
2013-12-31,5352.2,104.8,2.5,5.8999543,515317.0
2014-01-31,5190.0,104.8,2.5,5.9465316,515317.0
2014-02-28,5404.8,104.8,2.5,5.8751116,515317.0
2014-03-31,5394.8,105.4,2.5,5.8749687,519081.0
2014-04-30,5489.1,105.4,2.5,5.8044355,519081.0
2014-05-31,5492.5,105.4,2.5,5.9295448,519081.0
2014-06-30,5395.7,105.9,2.5,6.0480883,521768.0
2014-07-31,5632.9,105.9,2.5,6.1732617,521768.0
2014-08-31,5625.9,105.9,2.5,6.1004151,521768.0
2014-09-30,5292.8,106.4,2.5,6.2371095,524253.0
2014-10-31,5526.6,106.4,2.5,6.3575116,524253.0
2014-11-30,5313.0,106.4,2.5,6.2969783,524253.0
2014-12-31,5411.0,106.6,2.5,6.1047483,526862.0
2015-01-31,5588.3,106.6,2.5,6.35216,526862.0
2015-02-28,5928.8,106.6,2.25,6.1543643,526862.0
2015-03-31,5891.5,106.8,2.25,6.1033822,529833.0
2015-04-30,5790.0,106.8,2.25,6.1124151,529833.0
2015-05-31,5777.2,106.8,2.0,5.9307004,529833.0
2015-06-30,5459.0,107.5,2.0,6.0070406,533009.0
2015-07-31,5699.2,107.5,2.0,6.2758677,533009.0
2015-08-31,5207.0,107.5,2.0,6.0880557,533009.0
2015-09-30,5021.6,108.0,2.0,6.1747726,536572.0
2015-10-31,5239.4,108.0,2.0,5.9124714,536572.0
2015-11-30,5166.5,108.0,2.0,5.8507453,536572.0
2015-12-31,5295.9,108.4,2.0,5.7397358,540880.0
2016-01-31,5005.5,108.4,2.0,6.0424334,540880.0
2016-02-29,4880.9,108.4,2.0,5.6947461,540880.0
2016-03-31,5082.8,108.2,2.0,5.6535014,544848.0
2016-04-30,5252.2,108.2,2.0,5.6451965,544848.0
2016-05-31,5378.6,108.2,1.75,5.7213311,544848.0
2016-06-30,5233.4,108.6,1.75,5.6946569,547902.0
2016-07-31,5562.4,108.6,1.75,5.6950551,547902.0
2016-08-31,5433.0,108.6,1.5,5.6154562,547902.0
2016-09-30,5435.9,109.4,1.5,5.6656683,550764.0
2016-10-31,5317.7,109.4,1.5,5.5974604,550764.0
2016-11-30,5440.5,109.4,1.5,5.7673712,550764.0
2016-12-31,5665.8,110.0,1.5,5.834847,553685.0
2017-01-31,5620.9,110.0,1.5,5.6859571,553685.0
2017-02-28,5712.2,110.0,1.5,5.8925842,553685.0
2017-03-31,5864.9,110.5,1.5,5.8464175,557220.0
2017-04-30,5924.1,110.5,1.5,5.6087761,557220.0
2017-05-31,5724.6,110.5,1.5,5.546738,557220.0
2017-06-30,5721.5,110.7,1.5,5.6222133,560822.0
2017-07-31,5720.6,110.7,1.5,5.6075371,560822.0
2017-08-31,5714.5,110.7,1.5,5.5304575,560822.0
2017-09-30,5681.6,111.4,1.5,5.4643357,564483.0
2017-10-31,5909.0,111.4,1.5,5.4048962,564483.0
2017-11-30,5969.9,111.4,1.5,5.4545178,564483.0
2017-12-31,6065.1,112.1,1.5,5.614605,568947.0
2018-01-31,6037.7,112.1,1.5,5.5268266,568947.0
2018-02-28,6016.0,112.1,1.5,5.5798548,568947.0
2018-03-31,5759.4,112.6,1.5,5.5313903,573477.0
2018-04-30,5982.7,112.6,1.5,5.5450279,573477.0
2018-05-31,6011.9,112.6,1.5,5.4343138,573477.0
2018-06-30,6194.6,113.0,1.5,5.3415952,577244.0
2018-07-31,6280.2,113.0,1.5,5.2976145,577244.0
2018-08-31,6319.5,113.0,1.5,5.2450526,577244.0
2018-09-30,6207.6,113.5,1.5,5.0202178,580114.0
2018-10-31,5830.3,113.5,1.5,5.003989,580114.0
2018-11-30,5667.2,113.5,1.5,5.1093974,580114.0
2018-12-31,5646.4,114.1,1.5,5.0153473,582354.0
2019-01-31,5864.7,114.1,1.5,5.0471619,582354.0
2019-02-28,6169.0,114.1,1.5,4.988671,582354.0
2019-03-31,6180.7,114.1,1.5,5.0906508,584865.0
2019-04-30,6325.5,114.1,1.5,5.2209215,584865.0
2019-05-31,6396.9,114.1,1.5,5.1930505,584865.0
2019-06-30,6618.8,114.8,1.25,5.2597312,
2019-07-31,6812.6,114.8,1.0,5.2798931,
2019-08-31,6604.2,114.8,1.0,5.2599122,
2019-09-30,6688.3,115.4,1.0,5.2294924,
2019-10-31,6663.4,115.4,0.75,5.3051407,
2019-11-30,6846.0,115.4,0.75,5.1729083,
2019-12-31,6684.1,116.2,0.75,5.0353382,
2020-01-31,7017.2,116.2,0.75,5.2477452,
2020-02-29,6441.2,116.2,0.75,5.1070156,
2020-03-31,5076.8,116.6,0.25,5.1983681,
2020-04-30,5522.4,116.6,0.25,6.3050589,
2020-05-31,5755.7,116.6,0.25,6.9826282,
2020-06-30,5897.9,114.4,0.25,7.4249075,
2020-07-31,5927.8,114.4,0.25,7.4434502,
2020-08-31,6060.5,114.4,0.25,6.7986526,
2020-09-30,5815.9,116.2,0.25,6.932668,
2020-10-31,5927.6,116.2,0.25,6.9563612,
2020-11-30,6517.8,116.2,0.1,6.8115239,
2020-12-31,6587.1,117.2,0.1,6.5464371,
2021-01-31,6607.4,117.2,0.1,6.2735812,
2021-02-28,6673.3,117.2,0.1,5.8425928,
2021-03-31,6790.7,117.9,0.1,5.6689758,
2021-04-30,7025.8,117.9,0.1,5.4764009,
2021-05-31,7161.6,117.9,0.1,5.1038744,
2021-06-30,7313.0,118.8,0.1,5.0250017,
2021-07-31,7392.6,118.8,0.1,4.7287144,
2021-08-31,7534.9,118.8,0.1,4.5772368,
2021-09-30,7332.2,119.7,0.1,4.711603,
2021-10-31,7323.7,119.7,0.1,5.2435535,
2021-11-30,7256.0,119.7,0.1,4.6338347,
2021-12-31,7444.6,121.3,0.1,4.1997425,
2022-01-31,6971.6,121.3,0.1,4.1611149,
2022-02-28,7049.1,121.3,0.1,4.0296121,
2022-03-31,7499.6,123.9,0.1,3.9761732,
2022-04-30,7435.0,123.9,0.1,3.8642386,
2022-05-31,7211.2,123.9,0.35,3.9322919,
2022-06-30,6568.1,126.1,0.85,3.6088268,
2022-07-31,6945.2,126.1,1.35,3.452249,
2022-08-31,6986.8,126.1,1.85,3.5322579,
2022-09-30,6474.2,128.4,2.35,3.6093627,
2022-10-31,6863.5,128.4,2.6,3.4425143,
2022-11-30,7284.2,128.4,2.85,3.5160043,
2022-12-31,7038.7,130.8,3.1,3.5156666,
2023-01-31,7476.7,130.8,3.1,3.6590848,
2023-02-28,7258.4,130.8,3.35,3.6064226,
2023-03-31,7177.8,132.6,3.6,3.5828691,
2023-04-30,7309.2,132.6,3.6,3.7213092,
2023-05-31,7091.3,132.6,3.85,3.5806394,
2023-06-30,7203.3,133.7,4.1,3.52284,
2023-07-31,7410.4,133.7,4.1,3.7199767,
2023-08-31,7305.3,133.7,4.1,3.6848489,
2023-09-30,7048.6,135.3,4.1,3.5718914,
2023-10-31,6780.7,135.3,4.1,3.7850762,
2023-11-30,7087.3,135.3,4.35,3.9327359,
2023-12-31,7590.8,136.1,4.35,3.9713346,
2024-01-31,7680.7,136.1,4.35,4.0893377,
2024-02-29,7698.7,136.1,4.35,3.7341005,
2024-03-31,7896.9,137.4,4.35,3.8803136,
2024-04-30,7664.1,137.4,4.35,4.1085391,
2024-05-31,7701.7,137.4,4.35,3.9955292,
2024-06-30,7767.5,138.8,4.35,4.0396682,
2024-07-31,8092.3,138.8,4.35,4.2046628,
2024-08-31,8091.9,138.8,4.35,4.1358189,
2024-09-30,8269.8,139.1,4.35,4.0325831,
2024-10-31,8160.0,139.1,4.35,4.1001392,
2024-11-30,8436.2,139.1,4.35,3.937393,
2024-12-31,8159.1,139.4,4.35,3.9715166,
2025-01-31,8532.3,139.4,4.35,4.1119345,
2025-02-28,8172.4,139.4,4.1,4.0597753,
2025-03-31,7843.4,140.7,4.1,4.0606803,
2025-04-30,8126.2,140.7,4.1,4.0849048,
2025-05-31,8434.7,140.7,3.85,4.0931711,
2025-06-30,8542.3,141.7,3.85,4.3228571,
2025-07-31,8742.8,141.7,3.85,4.2531123,
2025-08-31,8973.1,141.7,3.6,4.2553924,
2025-09-30,8848.8,143.6,,4.4633121,
2025-10-31,8881.9,,,,
2025-11-30,8790.4,,,,
